0,2,679.00,184.00,701.00,202.00,0.325
0,2,657.00,181.00,688.00,204.00,0.858
0,2,459.00,179.00,567.00,212.00,0.950
1,2,671.00,182.00,698.00,202.00,0.324
1,2,657.00,181.00,689.00,203.00,0.822
1,2,469.00,179.00,581.00,213.00,0.937
2,2,615.00,183.00,675.00,216.00,0.262
2,2,592.00,173.00,697.00,247.00,0.359
2,2,667.00,182.00,696.00,202.00,0.385
2,2,647.00,181.00,690.00,209.00,0.677
2,2,485.00,179.00,591.00,213.00,0.943
3,2,718.00,182.00,733.00,195.00,0.418
3,2,653.00,181.00,690.00,205.00,0.520
3,2,606.00,167.00,719.00,265.00,0.575
3,2,496.00,178.00,606.00,214.00,0.947
4,2,646.00,181.00,688.00,216.00,0.315
4,2,720.00,183.00,735.00,195.00,0.334
4,2,510.00,179.00,613.00,213.00,0.928
5,2,640.00,174.00,737.00,246.00,0.463
5,2,648.00,182.00,695.00,211.00,0.729
5,2,519.00,179.00,626.00,213.00,0.924
6,2,655.00,165.00,774.00,263.00,0.298
6,2,667.00,182.00,709.00,212.00,0.338
6,2,657.00,181.00,687.00,205.00,0.747
6,2,533.00,179.00,639.00,213.00,0.936
7,2,708.00,181.00,751.00,209.00,0.337
7,2,721.00,184.00,751.00,200.00,0.364
7,2,658.00,181.00,687.00,203.00,0.849
7,2,545.00,179.00,653.00,212.00,0.935
8,2,657.00,180.00,689.00,203.00,0.866
8,2,561.00,178.00,661.00,212.00,0.919
9,2,651.00,178.00,690.00,202.00,0.500
9,2,572.00,179.00,673.00,212.00,0.929
10,2,647.00,180.00,690.00,205.00,0.331
10,2,583.00,179.00,678.00,212.00,0.899
11,2,591.00,179.00,689.00,211.00,0.898
12,2,607.00,179.00,702.00,211.00,0.908
13,2,616.00,179.00,708.00,211.00,0.908
14,2,627.00,180.00,706.00,210.00,0.899
15,2,639.00,179.00,715.00,210.00,0.860
16,2,686.00,185.00,729.00,207.00,0.295
16,2,645.00,180.00,707.00,209.00,0.835
17,2,658.00,180.00,736.00,210.00,0.845
18,2,655.00,181.00,689.00,206.00,0.584
18,2,669.00,181.00,744.00,210.00,0.815
19,2,654.00,180.00,686.00,204.00,0.818
19,2,677.00,180.00,749.00,208.00,0.855
20,2,655.00,179.00,688.00,205.00,0.874
20,2,684.00,179.00,753.00,208.00,0.900
21,2,693.00,178.00,756.00,208.00,0.884
21,2,656.00,179.00,687.00,205.00,0.890
22,2,700.00,178.00,745.00,207.00,0.823
22,2,656.00,180.00,688.00,205.00,0.892
23,2,706.00,178.00,757.00,207.00,0.856
23,2,656.00,180.00,690.00,204.00,0.898
24,2,656.00,180.00,690.00,204.00,0.893
24,2,712.00,179.00,767.00,207.00,0.896
25,2,656.00,180.00,690.00,204.00,0.893
25,2,717.00,179.00,767.00,206.00,0.903
26,2,656.00,180.00,691.00,204.00,0.892
26,2,724.00,179.00,764.00,207.00,0.907
27,2,655.00,180.00,691.00,204.00,0.891
27,2,727.00,179.00,767.00,206.00,0.916
28,2,655.00,180.00,691.00,204.00,0.892
28,2,732.00,180.00,770.00,206.00,0.922
29,2,656.00,180.00,690.00,204.00,0.893
29,2,735.00,179.00,769.00,206.00,0.914
30,2,656.00,180.00,690.00,204.00,0.890
30,2,737.00,179.00,771.00,205.00,0.917
31,2,678.00,182.00,704.00,202.00,0.330
31,2,656.00,180.00,690.00,204.00,0.892
31,2,739.00,179.00,772.00,204.00,0.931
32,2,677.00,182.00,704.00,202.00,0.315
32,2,656.00,180.00,690.00,204.00,0.892
32,2,742.00,180.00,773.00,204.00,0.917
33,2,656.00,180.00,689.00,204.00,0.890
33,2,744.00,181.00,773.00,204.00,0.918
34,2,679.00,182.00,705.00,202.00,0.303
34,2,656.00,180.00,689.00,205.00,0.887
34,2,745.00,181.00,775.00,204.00,0.919
35,2,678.00,182.00,705.00,202.00,0.297
35,2,655.00,180.00,690.00,205.00,0.883
35,2,746.00,182.00,774.00,203.00,0.908
36,2,655.00,180.00,690.00,205.00,0.886
36,2,746.00,181.00,774.00,203.00,0.901
37,2,655.00,180.00,690.00,205.00,0.883
37,2,747.00,181.00,774.00,202.00,0.907
38,2,656.00,180.00,690.00,204.00,0.891
38,2,748.00,181.00,775.00,202.00,0.906
39,2,748.00,182.00,775.00,202.00,0.895
39,2,656.00,180.00,690.00,205.00,0.898
40,2,679.00,183.00,705.00,202.00,0.255
40,2,656.00,180.00,689.00,205.00,0.899
40,2,748.00,182.00,774.00,202.00,0.902
41,2,748.00,181.00,774.00,202.00,0.896
41,2,656.00,180.00,690.00,205.00,0.898
42,2,678.00,183.00,704.00,202.00,0.292
42,2,656.00,180.00,690.00,205.00,0.894
42,2,749.00,181.00,774.00,202.00,0.894
43,2,678.00,183.00,705.00,202.00,0.331
43,2,656.00,180.00,689.00,205.00,0.894
43,2,749.00,181.00,774.00,201.00,0.899
44,2,678.00,182.00,706.00,202.00,0.288
44,2,656.00,180.00,690.00,205.00,0.891
44,2,749.00,181.00,773.00,201.00,0.901
45,2,678.00,182.00,705.00,202.00,0.408
45,2,656.00,180.00,689.00,205.00,0.894
45,2,749.00,182.00,773.00,201.00,0.904
46,2,679.00,182.00,707.00,201.00,0.375
46,2,656.00,180.00,689.00,205.00,0.903
46,2,748.00,181.00,772.00,201.00,0.911
47,2,681.00,182.00,710.00,202.00,0.335
47,2,692.00,184.00,721.00,200.00,0.397
47,2,656.00,180.00,689.00,205.00,0.902
47,2,748.00,181.00,771.00,201.00,0.910
48,2,681.00,182.00,711.00,202.00,0.376
48,2,656.00,180.00,689.00,205.00,0.900
48,2,748.00,182.00,771.00,200.00,0.906
49,2,682.00,182.00,711.00,202.00,0.572
49,2,656.00,180.00,689.00,205.00,0.901
49,2,747.00,182.00,771.00,201.00,0.906
50,2,683.00,182.00,712.00,202.00,0.669
50,2,655.00,180.00,689.00,205.00,0.899
50,2,747.00,182.00,771.00,200.00,0.904
51,2,683.00,182.00,712.00,202.00,0.670
51,2,655.00,180.00,689.00,205.00,0.895
51,2,747.00,182.00,770.00,200.00,0.895
52,2,682.00,182.00,711.00,202.00,0.728
52,2,655.00,180.00,688.00,205.00,0.889
52,2,747.00,182.00,770.00,200.00,0.895
53,2,683.00,183.00,711.00,201.00,0.729
53,2,747.00,182.00,770.00,200.00,0.888
53,2,655.00,180.00,688.00,205.00,0.891
54,2,682.00,183.00,711.00,201.00,0.677
54,2,746.00,182.00,770.00,200.00,0.877
54,2,656.00,180.00,688.00,205.00,0.899
55,2,682.00,182.00,709.00,201.00,0.737
55,2,746.00,182.00,769.00,200.00,0.884
55,2,656.00,180.00,688.00,205.00,0.898
56,2,682.00,182.00,709.00,202.00,0.744
56,2,746.00,182.00,768.00,200.00,0.880
56,2,656.00,180.00,688.00,205.00,0.891
57,2,682.00,182.00,709.00,202.00,0.742
57,2,745.00,182.00,768.00,200.00,0.870
57,2,656.00,180.00,688.00,205.00,0.891
58,2,681.00,181.00,708.00,202.00,0.707
58,2,745.00,182.00,767.00,199.00,0.871
58,2,656.00,180.00,688.00,205.00,0.894
59,2,757.00,182.00,786.00,198.00,0.330
59,2,681.00,181.00,707.00,202.00,0.645
59,2,744.00,182.00,768.00,199.00,0.858
59,2,656.00,180.00,689.00,205.00,0.893
60,2,758.00,182.00,787.00,198.00,0.420
60,2,681.00,181.00,708.00,201.00,0.678
60,2,744.00,182.00,768.00,199.00,0.856
60,2,656.00,180.00,688.00,205.00,0.895
61,2,681.00,181.00,707.00,202.00,0.689
