0,2,588.00,173.00,666.00,200.00,0.892
0,2,359.00,178.00,468.00,268.00,0.970
1,2,449.00,179.00,476.00,199.00,0.305
1,2,583.00,173.00,664.00,202.00,0.825
1,2,341.00,180.00,456.00,275.00,0.967
2,2,445.00,180.00,475.00,202.00,0.301
2,2,580.00,175.00,656.00,202.00,0.901
2,2,324.00,183.00,444.00,282.00,0.952
3,2,706.00,169.00,729.00,184.00,0.524
3,2,440.00,180.00,473.00,203.00,0.548
3,2,578.00,175.00,655.00,203.00,0.914
3,2,306.00,183.00,434.00,289.00,0.952
4,2,436.00,179.00,469.00,202.00,0.696
4,2,705.00,165.00,731.00,182.00,0.745
4,2,574.00,175.00,657.00,203.00,0.891
4,2,285.00,182.00,426.00,296.00,0.967
5,2,433.00,179.00,465.00,201.00,0.709
5,2,706.00,164.00,730.00,181.00,0.808
5,2,575.00,172.00,662.00,201.00,0.861
5,2,266.00,182.00,419.00,301.00,0.969
6,2,433.00,179.00,464.00,201.00,0.773
6,2,710.00,162.00,735.00,179.00,0.821
6,2,577.00,170.00,663.00,200.00,0.876
6,2,242.00,182.00,413.00,313.00,0.952
7,2,579.00,171.00,663.00,201.00,0.839
7,2,433.00,179.00,466.00,204.00,0.854
7,2,714.00,162.00,738.00,179.00,0.878
7,2,216.00,184.00,401.00,323.00,0.947
8,2,581.00,170.00,669.00,202.00,0.857
8,2,434.00,180.00,468.00,204.00,0.866
8,2,715.00,161.00,742.00,180.00,0.902
8,2,190.00,185.00,392.00,336.00,0.952
9,2,748.00,161.00,781.00,179.00,0.326
9,2,721.00,161.00,750.00,181.00,0.857
9,2,583.00,170.00,682.00,203.00,0.888
9,2,437.00,181.00,470.00,206.00,0.889
9,2,157.00,186.00,386.00,352.00,0.958
10,2,751.00,162.00,780.00,178.00,0.359
10,2,441.00,180.00,475.00,204.00,0.882
10,2,589.00,170.00,685.00,202.00,0.887
10,2,730.00,159.00,757.00,179.00,0.910
10,2,115.00,185.00,382.00,367.00,0.936
11,2,759.00,160.00,791.00,177.00,0.732
11,2,737.00,158.00,766.00,178.00,0.849
11,2,595.00,165.00,700.00,201.00,0.892
11,2,447.00,179.00,479.00,204.00,0.912
11,2,67.00,186.00,370.00,375.00,0.960
12,2,811.00,151.00,864.00,174.00,0.586
12,2,772.00,158.00,802.00,176.00,0.786
12,2,745.00,156.00,775.00,176.00,0.873
12,2,18.00,188.00,362.00,374.00,0.880
12,2,452.00,178.00,484.00,202.00,0.888
12,2,606.00,166.00,696.00,199.00,0.898
13,2,797.00,152.00,853.00,174.00,0.366
13,2,824.00,151.00,885.00,173.00,0.572
13,2,784.00,156.00,818.00,174.00,0.727
13,2,757.00,155.00,786.00,175.00,0.853
13,2,458.00,177.00,490.00,202.00,0.907
13,2,613.00,164.00,716.00,199.00,0.912
13,2,0.00,186.00,348.00,374.00,0.960
14,2,819.00,157.00,878.00,176.00,0.464
14,2,792.00,158.00,831.00,175.00,0.587
14,2,839.00,155.00,907.00,176.00,0.778
14,2,763.00,155.00,797.00,176.00,0.850
14,2,465.00,177.00,498.00,201.00,0.876
14,2,625.00,165.00,722.00,200.00,0.901
14,2,0.00,187.00,334.00,374.00,0.960
15,2,823.00,158.00,860.00,177.00,0.406
15,2,804.00,158.00,837.00,177.00,0.689
15,2,856.00,157.00,914.00,177.00,0.754
15,2,471.00,178.00,505.00,203.00,0.892
15,2,775.00,155.00,806.00,177.00,0.893
15,2,630.00,167.00,735.00,203.00,0.893
15,2,0.00,189.00,321.00,375.00,0.947
16,2,767.00,160.00,798.00,177.00,0.318
16,2,840.00,158.00,900.00,178.00,0.335
16,2,813.00,158.00,843.00,176.00,0.550
16,2,853.00,155.00,936.00,179.00,0.735
16,2,786.00,156.00,818.00,178.00,0.861
16,2,475.00,178.00,512.00,204.00,0.899
16,2,639.00,167.00,745.00,204.00,0.915
16,2,0.00,194.00,299.00,374.00,0.948
17,2,614.00,171.00,639.00,189.00,0.299
17,2,823.00,158.00,854.00,176.00,0.299
17,2,847.00,157.00,905.00,178.00,0.502
17,2,869.00,154.00,946.00,177.00,0.810
17,2,794.00,156.00,826.00,177.00,0.828
17,2,481.00,178.00,516.00,205.00,0.891
17,2,646.00,167.00,755.00,205.00,0.903
17,2,0.00,195.00,276.00,373.00,0.947
18,2,836.00,159.00,874.00,178.00,0.370
18,2,979.00,150.00,1060.00,180.00,0.811
18,2,875.00,155.00,956.00,180.00,0.829
18,2,806.00,156.00,836.00,178.00,0.844
18,2,486.00,178.00,523.00,206.00,0.914
18,2,655.00,168.00,761.00,205.00,0.917
18,2,0.00,198.00,236.00,374.00,0.939
19,2,846.00,160.00,879.00,178.00,0.483
19,2,556.00,174.00,579.00,191.00,0.565
19,2,875.00,156.00,948.00,179.00,0.576
19,2,989.00,151.00,1097.00,182.00,0.846
19,2,816.00,157.00,847.00,178.00,0.854
19,2,903.00,157.00,972.00,178.00,0.863
19,2,662.00,168.00,775.00,205.00,0.890
19,2,490.00,178.00,527.00,207.00,0.899
19,2,0.00,202.00,187.00,373.00,0.930
20,2,599.00,176.00,622.00,194.00,0.417
20,2,561.00,176.00,585.00,193.00,0.433
20,2,633.00,174.00,660.00,194.00,0.496
20,2,848.00,160.00,884.00,179.00,0.669
20,2,2.00,206.00,121.00,374.00,0.814
20,2,1060.00,146.00,1188.00,188.00,0.830
20,2,1004.00,152.00,1106.00,184.00,0.835
20,2,903.00,155.00,983.00,181.00,0.844
20,2,823.00,158.00,856.00,180.00,0.867
20,2,668.00,169.00,784.00,209.00,0.919
20,2,495.00,179.00,532.00,208.00,0.934
21,2,638.00,174.00,663.00,193.00,0.507
21,2,565.00,177.00,589.00,195.00,0.588
21,2,1122.00,147.00,1238.00,188.00,0.768
21,2,919.00,156.00,999.00,179.00,0.780
21,2,1078.00,148.00,1199.00,186.00,0.854
21,2,1020.00,150.00,1131.00,183.00,0.863
21,2,834.00,159.00,866.00,180.00,0.895
21,2,498.00,180.00,536.00,210.00,0.915
21,2,675.00,168.00,791.00,208.00,0.916
22,2,587.00,175.00,609.00,192.00,0.282
22,2,865.00,159.00,908.00,178.00,0.392
22,2,904.00,155.00,976.00,179.00,0.400
22,2,645.00,172.00,671.00,193.00,0.596
22,2,568.00,176.00,594.00,194.00,0.626
22,2,932.00,155.00,1011.00,179.00,0.808
22,2,1035.00,148.00,1150.00,182.00,0.860
22,2,1092.00,145.00,1214.00,185.00,0.868
22,2,1142.00,144.00,1241.00,189.00,0.868
22,2,839.00,157.00,875.00,179.00,0.875
22,2,502.00,179.00,539.00,209.00,0.883
22,2,684.00,166.00,802.00,208.00,0.895
23,2,584.00,174.00,610.00,192.00,0.397
23,2,648.00,171.00,676.00,192.00,0.632
23,2,573.00,174.00,599.00,193.00,0.683
23,2,938.00,153.00,1025.00,179.00,0.753
23,2,875.00,159.00,913.00,179.00,0.754
23,2,1169.00,142.00,1242.00,190.00,0.851
23,2,850.00,156.00,885.00,178.00,0.853
23,2,1046.00,147.00,1166.00,183.00,0.881
23,2,1113.00,144.00,1231.00,185.00,0.890
23,2,503.00,177.00,542.00,208.00,0.903
23,2,688.00,166.00,811.00,208.00,0.921
24,2,613.00,173.00,639.00,191.00,0.530
24,2,650.00,170.00,680.00,191.00,0.694
24,2,574.00,173.00,600.00,192.00,0.734
24,2,876.00,156.00,918.00,177.00,0.744
24,2,854.00,156.00,892.00,178.00,0.798
24,2,949.00,152.00,1035.00,179.00,0.808
24,2,1189.00,143.00,1242.00,188.00,0.840
24,2,1128.00,142.00,1240.00,185.00,0.869
24,2,1059.00,147.00,1179.00,182.00,0.877
24,2,504.00,177.00,544.00,207.00,0.909
24,2,694.00,162.00,820.00,207.00,0.928
25,2,616.00,173.00,641.00,191.00,0.602
25,2,653.00,169.00,681.00,190.00,0.651
25,2,1211.00,140.00,1241.00,191.00,0.751
25,2,887.00,157.00,929.00,177.00,0.766
25,2,577.00,172.00,604.00,192.00,0.787
25,2,955.00,151.00,1046.00,178.00,0.855
25,2,862.00,154.00,898.00,178.00,0.855
25,2,1148.00,140.00,1242.00,186.00,0.866
25,2,1073.00,145.00,1196.00,182.00,0.891
25,2,505.00,176.00,546.00,207.00,0.909
25,2,701.00,162.00,828.00,208.00,0.920
26,2,936.00,151.00,1020.00,177.00,0.283
26,2,619.00,173.00,641.00,190.00,0.672
26,2,892.00,155.00,933.00,175.00,0.719
26,2,657.00,169.00,687.00,190.00,0.759
26,2,580.00,172.00,604.00,191.00,0.821
26,2,864.00,151.00,903.00,176.00,0.840
