0,2,565.00,166.00,585.00,182.00,0.797
1,2,565.00,167.00,584.00,182.00,0.777
2,2,586.00,164.00,601.00,180.00,0.263
2,2,754.00,154.00,804.00,173.00,0.615
2,2,563.00,165.00,583.00,182.00,0.747
3,2,754.00,152.00,804.00,170.00,0.645
3,2,562.00,164.00,583.00,181.00,0.766
4,2,754.00,154.00,807.00,172.00,0.727
4,2,562.00,165.00,582.00,181.00,0.737
5,2,561.00,165.00,582.00,181.00,0.708
5,2,750.00,152.00,816.00,173.00,0.728
6,2,766.00,151.00,825.00,172.00,0.780
6,2,560.00,163.00,581.00,181.00,0.820
7,2,720.00,150.00,779.00,171.00,0.358
7,2,738.00,153.00,801.00,174.00,0.456
7,2,761.00,148.00,831.00,173.00,0.741
7,2,560.00,162.00,582.00,180.00,0.791
8,2,722.00,152.00,784.00,172.00,0.422
8,2,749.00,150.00,821.00,173.00,0.605
8,2,780.00,151.00,838.00,172.00,0.615
8,2,558.00,162.00,582.00,180.00,0.781
9,2,740.00,153.00,806.00,174.00,0.397
9,2,765.00,150.00,837.00,173.00,0.434
9,2,555.00,161.00,580.00,181.00,0.822
10,2,737.00,148.00,808.00,172.00,0.304
10,2,765.00,150.00,839.00,173.00,0.463
10,2,555.00,161.00,580.00,180.00,0.793
11,2,768.00,147.00,846.00,171.00,0.612
11,2,552.00,159.00,577.00,178.00,0.863
12,2,758.00,146.00,823.00,168.00,0.273
12,2,804.00,153.00,880.00,174.00,0.285
12,2,776.00,146.00,854.00,173.00,0.577
12,2,551.00,160.00,576.00,179.00,0.883
13,2,768.00,147.00,839.00,171.00,0.422
13,2,794.00,144.00,873.00,168.00,0.477
13,2,551.00,161.00,578.00,181.00,0.868
14,2,776.00,153.00,845.00,174.00,0.414
14,2,793.00,146.00,880.00,172.00,0.497
14,2,549.00,163.00,577.00,183.00,0.893
15,2,788.00,151.00,881.00,178.00,0.535
15,2,775.00,156.00,846.00,176.00,0.593
15,2,548.00,163.00,576.00,183.00,0.885
16,2,802.00,148.00,883.00,173.00,0.427
16,2,777.00,149.00,850.00,171.00,0.531
16,2,546.00,162.00,574.00,183.00,0.885
17,2,808.00,150.00,880.00,172.00,0.633
17,2,545.00,163.00,572.00,183.00,0.877
18,2,819.00,144.00,900.00,172.00,0.793
18,2,545.00,164.00,571.00,184.00,0.866
19,2,542.00,165.00,570.00,186.00,0.871
19,2,824.00,147.00,908.00,177.00,0.916
20,2,540.00,165.00,569.00,189.00,0.869
20,2,828.00,146.00,917.00,175.00,0.908
21,2,538.00,167.00,568.00,190.00,0.828
21,2,836.00,146.00,930.00,176.00,0.903
22,2,535.00,167.00,568.00,191.00,0.872
22,2,842.00,145.00,938.00,178.00,0.905
23,2,848.00,143.00,955.00,178.00,0.862
23,2,533.00,167.00,565.00,192.00,0.879
24,2,857.00,143.00,951.00,176.00,0.836
24,2,531.00,168.00,564.00,192.00,0.919
25,2,529.00,168.00,564.00,194.00,0.904
25,2,861.00,144.00,973.00,179.00,0.919
26,2,870.00,145.00,993.00,181.00,0.875
26,2,528.00,172.00,562.00,198.00,0.907
27,2,524.00,175.00,560.00,201.00,0.916
27,2,882.00,147.00,1008.00,186.00,0.927
28,2,896.00,147.00,1019.00,185.00,0.909
28,2,522.00,174.00,558.00,200.00,0.917
29,2,519.00,172.00,557.00,200.00,0.912
29,2,907.00,146.00,1043.00,186.00,0.936
30,2,869.00,154.00,935.00,175.00,0.307
30,2,516.00,173.00,556.00,202.00,0.891
30,2,924.00,144.00,1063.00,187.00,0.909
31,2,513.00,173.00,554.00,202.00,0.883
31,2,936.00,143.00,1086.00,188.00,0.928
32,2,510.00,171.00,552.00,202.00,0.897
32,2,953.00,139.00,1110.00,187.00,0.929
33,2,529.00,168.00,568.00,198.00,0.333
33,2,508.00,169.00,550.00,202.00,0.910
33,2,971.00,135.00,1132.00,188.00,0.940
34,2,505.00,172.00,549.00,205.00,0.922
34,2,987.00,137.00,1163.00,191.00,0.939
35,2,502.00,172.00,550.00,206.00,0.918
35,2,1008.00,137.00,1199.00,192.00,0.923
36,2,499.00,170.00,548.00,206.00,0.909
36,2,1037.00,134.00,1224.00,193.00,0.934
37,2,919.00,151.00,990.00,171.00,0.486
37,2,494.00,170.00,546.00,206.00,0.924
37,2,1055.00,131.00,1224.00,196.00,0.952
