0,877.212769,215.628540,1242.244751,370.829407,0.958376
1,903.952026,221.661896,1241.785278,371.247894,0.956087
2,936.739258,229.180634,1241.999023,371.418182,0.958273
3,975.713623,247.726639,1241.224854,371.332672,0.942107
4,1030.516968,299.606781,1241.997925,373.440948,0.887416
32,586.016113,171.882812,607.467529,184.226837,0.506044
35,581.147278,165.689301,607.906555,180.022705,0.500983
36,574.797668,167.124344,606.436340,180.981247,0.642180
37,573.375793,168.311844,606.297058,182.307968,0.727652
38,575.569031,169.736069,606.113342,183.151749,0.619535
39,573.215759,169.230392,606.044006,182.875656,0.665775
41,570.257446,168.208679,605.396851,182.179474,0.578509
53,550.037964,174.578369,584.969238,190.541748,0.512402
54,548.734680,174.080338,585.201233,190.010941,0.561228
55,555.567627,173.572159,585.306274,189.077774,0.510517
56,543.554443,173.808487,581.183228,189.928513,0.594037
57,543.212036,173.830078,581.042603,189.975433,0.614078
58,539.870483,173.886078,578.184204,190.376648,0.607898
59,534.770325,174.297821,574.684998,191.160187,0.652354
60,542.526123,174.369370,572.574707,191.599747,0.627426
61,527.978210,174.342575,568.898621,191.691788,0.633462
62,533.473694,175.025742,565.646301,192.657883,0.622558
63,531.726318,174.551254,560.812866,192.524399,0.597023
76,506.667145,175.150101,521.425171,195.174057,0.710689
77,499.037872,176.069031,518.716370,196.657104,0.786714
78,492.111603,177.059402,515.846130,199.108170,0.820332
79,482.691498,179.088409,512.256531,201.109619,0.826673
80,474.310944,179.261276,507.938751,201.655502,0.867645
81,466.214966,178.176529,505.401306,201.325241,0.882054
82,459.220093,176.471405,501.056030,200.359467,0.859849
83,453.900269,176.238434,498.022217,200.526642,0.868119
84,450.434692,176.853394,493.490173,200.486877,0.862090
85,445.607178,178.288406,490.460999,202.606277,0.863716
86,435.948456,178.165192,486.100311,203.180725,0.833929
87,436.272339,177.890137,482.803894,203.401459,0.872210
88,420.282776,177.360046,478.013855,203.125793,0.846220
89,424.344635,176.582169,473.797760,202.234268,0.861126
90,418.991211,177.192474,469.428101,203.856781,0.867423
91,413.097656,177.965836,464.381470,205.616074,0.874260
91,217.197968,177.783920,261.437988,206.022079,0.537268
92,407.261810,180.120300,460.034088,208.249756,0.867745
93,401.960510,181.269455,454.100098,209.241226,0.893397
94,396.039551,181.340622,447.415894,209.479050,0.885092
94,186.716156,180.305817,231.669952,211.113617,0.608180
95,390.630890,181.974564,439.738556,210.751938,0.888998
96,384.640472,182.024048,432.408966,211.456451,0.891535
97,377.931946,181.753265,424.699402,211.596680,0.883369
97,150.351898,182.454849,219.974823,211.816818,0.713310
98,371.583893,181.812286,417.770111,212.210693,0.893604
98,140.017273,182.259293,200.411041,212.260971,0.752406
98,168.755341,189.813736,220.924316,216.921494,0.707815
99,362.853516,182.506058,408.433777,213.697098,0.871378
99,127.863159,185.429596,194.119019,214.349518,0.516949
100,355.503845,181.737717,399.952454,213.506180,0.887818
100,115.293495,184.592438,180.900726,213.914917,0.643459
101,346.869263,180.142120,389.992676,212.984467,0.877810
101,101.291008,181.741302,168.788727,213.291351,0.565835
102,339.463837,178.097321,380.734344,211.143433,0.865880
102,88.231873,179.973679,146.992020,209.755051,0.668808
103,331.506073,177.307739,369.715668,211.112976,0.839958
103,72.874443,179.504395,129.244324,211.414215,0.587104
104,323.511017,178.355362,357.777069,213.829514,0.827893
104,57.521652,181.845856,107.068161,217.806183,0.702434
105,315.338409,180.802505,345.212433,216.799911,0.828523
105,42.462334,185.590973,81.429703,217.019958,0.682871
106,302.247772,181.778503,332.236908,218.538239,0.754365
107,294.707703,182.220306,318.149109,219.506256,0.648790
128,0.184845,159.399994,101.164337,372.089142,0.882597
128,30.263836,185.942642,78.164368,234.230881,0.735309
129,0.094934,235.428589,43.872231,373.048889,0.897177
129,0.094385,184.000854,51.809067,249.062103,0.874018
130,0.011541,190.905289,23.524054,252.253403,0.673348
160,1116.361938,185.978683,1131.866333,248.673508,0.664362
161,1129.868042,182.336945,1155.393677,257.610046,0.847230
162,1145.728149,184.965347,1181.543823,272.513763,0.901551
163,1161.385132,190.677765,1210.469604,282.796326,0.884450
164,1179.897827,180.193253,1240.837280,287.010620,0.920500
165,1196.912476,186.065399,1242.041626,280.819122,0.856283
166,1215.646362,188.873581,1242.176147,265.420135,0.750897
338,1037.717651,181.717026,1083.676392,225.748825,0.794209
339,1048.730835,173.979874,1110.340454,227.663345,0.836312
