0,957.029419,157.650497,979.422302,217.764359,0.840890
0,934.124756,159.309525,953.035095,218.626221,0.758209
1,956.916321,157.369431,979.909973,217.815231,0.849188
1,934.896423,159.768112,953.671936,218.430389,0.658498
2,956.952393,157.351395,980.470276,217.680817,0.857675
2,935.637512,158.917068,954.265076,219.009430,0.739291
3,955.606567,157.669983,980.526001,217.627823,0.847645
3,935.990601,158.755966,955.684753,219.559219,0.818835
4,952.753845,158.146896,979.723206,217.878036,0.864956
4,937.265747,159.480515,956.862427,219.624344,0.763364
5,951.806274,158.561646,978.789490,218.129044,0.868575
5,937.341675,159.024521,957.917969,219.361084,0.855634
6,952.668457,159.687897,978.793396,218.564133,0.859225
6,936.216064,159.542984,958.918701,219.652908,0.791028
7,956.019714,160.802216,979.363342,219.866913,0.848875
7,936.205872,162.806946,959.929871,219.366516,0.781114
8,954.527039,160.763535,978.544067,220.133362,0.855478
8,936.716492,165.303497,958.757385,219.860046,0.757773
9,956.764526,160.259369,974.254517,219.990189,0.816908
9,938.032959,164.573135,951.162048,219.037292,0.770435
10,937.951416,162.784973,954.664001,219.780457,0.712985
10,956.531616,159.636322,972.350952,220.217896,0.681396
11,939.875732,162.298035,957.976379,218.393234,0.798972
11,959.401794,166.791946,973.163940,219.491592,0.681132
12,942.383057,160.532104,959.330383,218.996750,0.747282
12,952.505188,161.612350,974.405029,220.359467,0.683841
13,945.418213,160.182663,965.791077,219.484177,0.790062
14,949.834045,160.691513,968.111145,220.130341,0.728253
15,950.335938,160.782852,971.871399,219.288864,0.817468
16,953.611084,160.258972,981.289856,219.146729,0.838880
17,955.564148,159.151199,986.933411,219.037155,0.805620
18,972.537903,159.511963,994.866882,218.892776,0.763650
18,962.965332,159.043091,981.423584,219.065140,0.704651
19,966.326599,158.311386,988.367676,219.427032,0.777456
19,980.227234,159.453598,998.062195,219.236313,0.613790
20,963.233337,159.438644,995.492249,220.448837,0.854991
21,970.856567,159.734314,1002.489441,219.966522,0.795867
21,930.616943,172.775436,941.744690,220.833405,0.569631
22,981.308105,158.231323,1008.990967,219.411331,0.760317
23,1003.404297,161.452682,1017.773804,220.564560,0.799586
24,991.924133,157.793442,1013.384277,220.285629,0.817145
25,993.758301,157.932770,1024.222534,220.852982,0.845737
25,1011.748535,157.234695,1029.222290,206.527039,0.620871
26,997.778809,158.157578,1022.215576,219.501251,0.847327
26,1016.555176,155.629776,1035.381348,220.963150,0.807082
27,1005.105530,156.039764,1033.786255,220.469772,0.810615
27,1022.436951,157.161560,1042.816162,219.629776,0.716834
28,1011.465454,155.379150,1030.939819,220.406479,0.786450
28,1024.717041,159.316864,1049.510132,220.394760,0.741236
29,1026.166870,159.571960,1048.514038,222.082916,0.772286
29,1014.393005,157.637421,1032.244263,222.381592,0.738059
29,1005.214355,169.767166,1021.113159,223.790817,0.565485
30,994.565430,160.650223,1031.980591,225.462601,0.814554
30,1021.591064,159.128815,1042.985962,224.608963,0.803942
31,1016.570435,159.726257,1039.069946,227.162476,0.797699
31,993.241882,162.778687,1020.698792,226.081482,0.706935
32,993.386047,160.672241,1014.611816,224.728668,0.812836
32,1005.475098,161.356140,1033.007690,226.730240,0.812787
33,984.085999,159.091400,1007.674072,224.714584,0.821588
33,1003.201721,160.521973,1027.583374,225.704788,0.710768
34,972.137207,157.991959,996.507080,224.094391,0.829153
34,989.914978,158.565994,1014.342712,223.827667,0.827534
35,956.945374,159.019104,987.249146,223.904953,0.891518
35,981.000732,157.872879,1002.268188,221.830811,0.856532
36,943.872314,159.738663,974.706848,225.029541,0.879150
36,966.524841,158.081223,990.381531,223.878952,0.853038
37,932.749268,159.211273,957.985596,223.605515,0.833436
37,952.461975,158.743423,976.988159,225.043594,0.825066
38,935.196472,158.272888,964.962646,223.324066,0.855231
38,918.093628,156.334641,940.981995,221.717606,0.833809
39,897.895630,154.462860,924.180603,220.829926,0.853106
39,919.319275,156.185181,947.147461,220.625946,0.848103
40,873.637512,156.736618,906.808105,220.602997,0.888615
40,901.850342,154.748520,923.757812,221.025681,0.853060
41,856.677368,157.910614,890.372498,222.898300,0.855953
41,881.400452,156.288498,903.798523,223.269684,0.852557
42,859.130615,159.346817,882.511169,225.047409,0.848698
42,840.161194,158.339828,866.311096,225.008987,0.843742
43,816.752991,157.713104,840.578796,225.856339,0.887067
43,835.347046,160.750244,861.401062,226.132202,0.871751
44,806.907288,161.255661,832.287109,227.898331,0.871462
44,790.804321,159.758484,811.434326,227.584778,0.868047
45,755.243042,164.156693,784.981445,229.597565,0.890474
45,777.217834,162.078888,799.122498,227.748749,0.849911
46,724.566284,164.799927,753.475403,231.745407,0.885970
46,744.928650,163.815018,767.489685,230.156296,0.863050
47,692.990906,165.839264,717.471680,233.034149,0.869895
47,710.169983,165.822021,734.532043,232.696579,0.848813
48,667.588013,166.251678,701.295105,234.007645,0.864979
48,656.512939,162.493149,676.944885,234.104111,0.845765
49,615.937439,163.207382,639.803528,233.232590,0.864957
49,633.321411,165.995178,662.163086,232.074448,0.862413
50,563.986084,162.932755,600.731873,230.854553,0.894952
50,591.205750,161.995621,615.625305,231.037979,0.865766
51,522.440369,161.643768,563.515442,232.001617,0.881418
51,548.260193,160.657379,571.189026,228.704300,0.769050
52,480.751587,159.369629,516.578125,232.825043,0.879264
52,504.718231,160.102997,529.398376,231.487885,0.852954
53,459.069946,159.649643,488.308563,231.528961,0.878784
53,438.633575,157.065903,466.574677,232.591583,0.870587
54,387.167389,157.440170,412.481750,236.561584,0.867752
54,408.546021,158.739624,440.914978,235.011597,0.864079
55,328.374512,157.234665,363.362854,239.725952,0.899104
55,358.118927,158.070511,384.028778,237.355148,0.859583
56,267.454712,159.210480,310.953278,244.099243,0.908440
56,299.681000,157.306854,328.104614,240.734756,0.862251
57,205.853500,156.965912,247.690430,248.317108,0.889825
57,235.571609,158.822495,271.739716,245.544434,0.862664
58,153.349762,159.486160,210.224640,251.039047,0.865019
58,133.618271,155.182709,166.409424,252.191086,0.823583
59,75.294731,158.043945,131.766174,256.150726,0.883517
59,46.547710,154.805801,79.636795,260.301147,0.841581
60,0.088624,160.763977,28.182873,261.735046,0.792897
104,799.164001,167.311813,814.464294,181.747894,0.690045
105,810.224060,168.592392,827.698792,184.383972,0.726371
